filename,width,height,class,xmin,ymin,xmax,ymax
IMG_0720.JPG,400,300,hello,194,150,218,184
IMG_0721.JPG,400,300,hello,179,123,205,174
IMG_0722.JPG,400,300,hello,188,112,212,196
IMG_0723.JPG,400,300,hello,188,100,212,196
IMG_0724.JPG,400,300,hello,184,110,205,197
IMG_0725.JPG,400,300,hello,186,113,209,188
IMG_0726.JPG,400,300,hello,188,134,206,178
IMG_0727.JPG,400,300,hello,189,137,212,179
IMG_0728.JPG,400,300,hello,193,135,216,180
IMG_0729.JPG,400,300,hello,194,132,216,176
IMG_0730.JPG,400,300,hello,183,131,208,178
IMG_0731.JPG,400,300,hello,178,101,206,194
IMG_0733.JPG,400,300,hello,218,142,196,142
IMG_0735.JPG,400,300,hello,185,119,223,187
IMG_0736.JPG,400,300,hello,211,104,236,204
IMG_0737.JPG,400,300,hello,198,102,218,144
